ZteTrapBody(id=2700864035661151716, newOrClear=1, trapId=1718086415037, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR009, siteName=KDRC009_Ansari_Market(9), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR009, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-29,12:2:30.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=7946590937985298754, newOrClear=1, trapId=1718086654130, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,18:24:44.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086654130, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,18:26:57.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=3648134280312305579, newOrClear=1, trapId=1718086654147, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,18:28:31.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086654147, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,18:30:31.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=6036302979649593028, newOrClear=1, trapId=1718086655227, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,2:39:25.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086655227, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,2:41:45.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=9017496141219090441, newOrClear=1, trapId=1718086655244, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,2:43:4.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086655244, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,2:43:8.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=7417678066533163562, newOrClear=1, trapId=1718086655605, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,5:10:42.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086655605, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,5:12:54.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=6143948652812817668, newOrClear=1, trapId=1718086655644, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,5:18:1.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086655644, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,5:20:5.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=870826813216654663, newOrClear=1, trapId=1718086655664, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR010, siteName=KDRC010_Haji_Ghani_Market_Etisalat_(QDH006)_P2(10), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR010, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,5:20:23.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086655664, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,5:29:8.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=7315090312116408500, newOrClear=1, trapId=1718086656488, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,11:0:2.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=7733148241891571142, newOrClear=1, trapId=1718086656503, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR010, siteName=KDRC010_Haji_Ghani_Market_Etisalat_(QDH006)_P2(10), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR010, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,11:1:34.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086656488, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,11:2:13.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086656503, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,11:23:15.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=4471023379780100953, newOrClear=1, trapId=1718086656647, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR007, siteName=KDRC007_BTS_Road_Point1_P3_MTN_KDR018(7), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR007, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,11:33:24.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086656647, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,11:33:51.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=3310130455222517772, newOrClear=1, trapId=1718086656674, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,11:41:23.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086656674, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,11:43:41.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=1653184774490649628, newOrClear=1, trapId=1718086656800, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,12:7:26.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086656800, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,12:9:38.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=3463570365625483475, newOrClear=1, trapId=1718086656825, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,12:11:13.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086656825, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,12:13:17.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=4616161718269739105, newOrClear=1, trapId=1718086657593, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR010, siteName=KDRC010_Haji_Ghani_Market_Etisalat_(QDH006)_P2(10), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR010, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-18,16:47:33.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086657593, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-18,16:49:22.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=3207623327995672075, newOrClear=1, trapId=1718086658478, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=UZG020, siteName=UZGC020(5220), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=UZG020, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-19,0:13:12.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086658478, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-19,0:24:45.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=637429513865195316, newOrClear=1, trapId=1718086658514, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=UZG003, siteName=UZGC003_BTS_Tourai(453), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=UZG003, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-19,1:9:12.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=8193026726959884820, newOrClear=1, trapId=1718086658515, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=UZG001, siteName=UZGC001_HUB_Chaouk_i_Kandahar(451), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=UZG001, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-19,1:9:13.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=7158092634878210951, newOrClear=1, trapId=1718086658516, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=UZG020, siteName=UZGC020(5220), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=UZG020, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-19,1:9:13.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086658514, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-19,1:9:43.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086658516, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-19,1:9:46.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086658515, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-19,1:9:46.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=7503571536928739540, newOrClear=1, trapId=1718086659092, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR050, siteName=KDRC050_Mirwas Menah(50), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR050, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-19,7:40:8.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086659092, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-19,7:41:54.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=1294054166736378549, newOrClear=1, trapId=1718086659149, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-19,8:21:16.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086659149, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-19,8:23:35.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=8922879137365384587, newOrClear=1, trapId=1718086659207, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-19,8:49:2.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086659207, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-19,8:51:5.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=6713775112531894318, newOrClear=1, trapId=1718086659505, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-19,10:1:5.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086659505, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-19,10:3:36.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=5536186751944617339, newOrClear=1, trapId=1718086659527, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-19,10:7:51.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086659527, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-19,10:9:54.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=2906956378289027694, newOrClear=1, trapId=1718086659646, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-19,10:41:32.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086659646, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-19,10:43:45.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=5265136047058774650, newOrClear=1, trapId=1718086659785, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-19,11:16:35.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086659785, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-19,11:18:40.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=6463616430796845140, newOrClear=1, trapId=1718086676877, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-24,12:24:5.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086676877, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-24,12:26:17.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=2719782151491699999, newOrClear=1, trapId=1718086676902, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-24,12:31:20.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086676902, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-24,12:33:24.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=6754722211379451547, newOrClear=1, trapId=1718086676973, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-24,12:56:9.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086676973, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-24,12:58:23.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=2851386521363805347, newOrClear=1, trapId=1718086677326, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-24,13:4:24.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086677326, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-24,13:6:26.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=1375600420397831495, newOrClear=1, trapId=1718086677625, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=WDK008, siteName=WDKP008_BTS_Narkh_P3(1408), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=WDK008, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-24,14:5:17.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086677625, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-24,14:17:5.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=3022190635814513801, newOrClear=1, trapId=1718086677688, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=WDK008, siteName=WDKP008_BTS_Narkh_P3(1408), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=WDK008, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-24,14:20:43.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
